epoch,step,train_loss_epoch,train_loss_step
0,49,,7.277488708496094
0,99,,3.0793838500976562
0,149,,3.5793304443359375
0,199,,6.9473419189453125
0,214,5.370254993438721,
1,249,,6.60186767578125
1,299,,4.992362976074219
1,349,,7.4013671875
1,399,,3.1183433532714844
1,429,4.945489883422852,
2,449,,6.6611480712890625
2,499,,7.244529724121094
2,549,,2.229778289794922
2,599,,2.297882080078125
2,644,4.842531681060791,
3,649,,2.178473472595215
3,699,,1.746753215789795
3,749,,1.9384660720825195
3,799,,1.252565860748291
3,849,,7.192405700683594
3,859,4.287299633026123,
4,899,,7.160747528076172
4,949,,1.2700386047363281
4,999,,6.57525634765625
4,1049,,1.415438175201416
4,1074,4.595983028411865,
5,1099,,1.191049575805664
5,1149,,1.4989137649536133
5,1199,,1.3826584815979004
5,1249,,1.0469261407852173
5,1289,3.9620018005371094,
6,1299,,6.6634674072265625
6,1349,,6.661365509033203
6,1399,,1.2947754859924316
6,1449,,6.713294982910156
6,1499,,6.7800445556640625
6,1504,4.423577308654785,
7,1549,,6.837211608886719
7,1599,,6.693977355957031
7,1649,,6.760490417480469
7,1699,,1.6846857070922852
7,1719,4.065916538238525,
8,1749,,6.6407012939453125
8,1799,,0.9350376129150391
8,1849,,0.9702777862548828
8,1899,,6.847465515136719
8,1934,4.224454879760742,
9,1949,,6.684272766113281
9,1999,,6.763378143310547
9,2049,,0.5201575756072998
9,2099,,1.4920330047607422
9,2149,,0.80943763256073
9,2149,3.7169485092163086,
10,2199,,6.785137176513672
10,2249,,1.0175917148590088
10,2299,,1.1920452117919922
10,2349,,1.1637816429138184
10,2364,4.057259559631348,
11,2399,,0.7075119018554688
11,2449,,0.6685688495635986
11,2499,,6.741176605224609
11,2549,,0.49266743659973145
11,2579,3.5330514907836914,
12,2599,,0.98451828956604
12,2649,,0.8876228332519531
12,2699,,6.698657989501953
12,2749,,1.005079746246338
12,2794,3.9132003784179688,
13,2799,,6.520957946777344
13,2849,,0.7679121494293213
13,2899,,0.8436985015869141
13,2949,,6.620521545410156
13,2999,,0.8871893882751465
13,3009,3.839085578918457,
14,3049,,6.651618957519531
14,3099,,6.4917144775390625
14,3149,,0.9823741912841797
14,3199,,6.518592834472656
14,3224,4.0285444259643555,
15,3249,,0.6874713897705078
15,3299,,0.9119734764099121
15,3349,,6.8030548095703125
15,3399,,0.6361298561096191
15,3439,3.6965155601501465,
16,3449,,0.9161472320556641
16,3499,,6.431621551513672
16,3549,,6.570850372314453
16,3599,,1.0482196807861328
16,3649,,0.5719336271286011
16,3654,3.640385627746582,
17,3699,,6.3887176513671875
17,3749,,6.354087829589844
17,3799,,0.5167698860168457
17,3849,,6.365653991699219
17,3869,3.8753116130828857,
18,3899,,6.460140228271484
18,3949,,1.181574821472168
18,3999,,0.5823744535446167
18,4049,,0.6082397699356079
18,4084,3.7017438411712646,
19,4099,,6.502647399902344
19,4149,,6.458133697509766
19,4199,,0.6530158519744873
19,4249,,0.8653247356414795
19,4299,,0.5205063819885254
19,4299,3.469212293624878,
20,4349,,0.8257596492767334
20,4399,,0.5098378658294678
20,4449,,6.512165069580078
20,4499,,0.635176420211792
20,4514,3.601921558380127,
21,4549,,0.6670432090759277
21,4599,,6.434501647949219
21,4649,,0.6873447895050049
21,4699,,6.256446838378906
21,4729,3.831469774246216,
22,4749,,6.338321685791016
22,4799,,6.577014923095703
22,4849,,0.7272932529449463
22,4899,,0.5770480632781982
22,4944,3.441922426223755,
23,4949,,0.5974669456481934
23,4999,,6.393730163574219
23,5049,,0.5994150638580322
23,5099,,0.6870038509368896
23,5149,,6.477317810058594
23,5159,3.3366000652313232,
24,5199,,0.5350245237350464
24,5249,,0.5541971325874329
24,5299,,0.5260785818099976
24,5349,,6.211669921875
24,5374,3.485344409942627,
25,5399,,0.41631555557250977
25,5449,,0.7818098068237305
25,5499,,0.6453256607055664
25,5549,,0.5087043046951294
25,5589,3.377450466156006,
26,5599,,0.4198954105377197
26,5649,,0.5597680807113647
26,5699,,0.5146331191062927
26,5749,,6.34222412109375
26,5799,,6.329868316650391
26,5804,3.3271045684814453,
27,5849,,6.3498077392578125
27,5899,,6.312919616699219
27,5949,,6.346527099609375
27,5999,,6.377655029296875
27,6019,3.1892900466918945,
28,6049,,6.179424285888672
28,6099,,6.178508758544922
28,6149,,0.4635504484176636
28,6199,,6.311027526855469
28,6234,3.3674588203430176,
29,6249,,6.308540344238281
29,6299,,6.286155700683594
29,6349,,6.355571746826172
29,6399,,6.167999267578125
29,6449,,6.118824005126953
29,6449,3.3168413639068604,
30,6499,,0.46588099002838135
30,6549,,6.514579772949219
30,6599,,6.148838043212891
30,6649,,6.312763214111328
30,6664,3.156712532043457,
31,6699,,0.3608490824699402
31,6749,,6.285976409912109
31,6799,,0.5884737968444824
31,6849,,0.48456835746765137
31,6879,3.109829902648926,
32,6899,,6.067901611328125
32,6949,,6.120094299316406
32,6999,,0.3872636556625366
32,7049,,6.246696472167969
32,7094,3.0158824920654297,
33,7099,,0.4537001848220825
33,7149,,0.3703293800354004
33,7199,,6.136074066162109
33,7249,,0.7232855558395386
33,7299,,0.3701919913291931
33,7309,3.1899569034576416,
34,7349,,6.355949401855469
34,7399,,6.245262145996094
34,7449,,6.115436553955078
34,7499,,6.033802032470703
34,7524,3.2609567642211914,
35,7549,,6.109304428100586
35,7599,,0.4336676001548767
