epoch,mlp_acc,step,train_loss_epoch,train_loss_step,val_loss
0,,49,,6.8036932945251465,
0,,99,,5.320483207702637,
0,,149,,4.628704071044922,
0,,199,,3.997579336166382,
0,,249,,3.813204050064087,
0,,299,,3.702186107635498,
0,,349,,3.269191026687622,
0,,399,,3.4447546005249023,
0,61.29999923706055,429,4.617900371551514,,1.259552001953125
