epoch,step,train_loss_epoch,train_loss_step
0,49,,4.97900390625
0,99,,4.8385009765625
0,149,,4.857810974121094
0,199,,4.6179656982421875
0,249,,4.5509033203125
0,299,,4.550956726074219
0,349,,4.590385437011719
0,399,,4.439567565917969
0,429,4.682139873504639,
1,449,,4.2784576416015625
1,499,,4.3620452880859375
1,549,,4.2639923095703125
1,599,,4.240257263183594
1,649,,4.219512939453125
1,699,,4.234962463378906
1,749,,3.9855728149414062
1,799,,4.057769775390625
1,849,,4.1551055908203125
1,859,4.243367671966553,
2,899,,4.298858642578125
2,949,,4.0774383544921875
2,999,,4.147243499755859
2,1049,,4.151458740234375
2,1099,,3.962677001953125
2,1149,,4.104179382324219
2,1199,,4.095550537109375
2,1249,,3.9147186279296875
2,1289,4.043499946594238,
3,1299,,4.058734893798828
3,1349,,4.0937347412109375
3,1399,,4.1987457275390625
3,1449,,3.9215850830078125
3,1499,,3.8416366577148438
3,1549,,3.9605789184570312
3,1599,,3.8444442749023438
3,1649,,4.040340423583984
3,1699,,3.928955078125
3,1719,3.926647901535034,
4,1749,,3.847057342529297
4,1799,,3.7116928100585938
4,1849,,3.8912582397460938
4,1899,,3.7875518798828125
4,1949,,3.8129005432128906
4,1999,,3.892791748046875
4,2049,,3.8346710205078125
4,2099,,3.8807144165039062
4,2149,,3.5175559520721436
4,2149,3.8494997024536133,
5,2199,,3.7565536499023438
5,2249,,3.732635498046875
5,2299,,3.5612030029296875
5,2349,,3.7982940673828125
5,2399,,4.02960205078125
5,2449,,3.81689453125
5,2499,,3.7451400756835938
5,2549,,3.6864547729492188
5,2579,3.791443109512329,
6,2599,,3.7079429626464844
6,2649,,3.7199058532714844
6,2699,,3.6954994201660156
6,2749,,3.8933639526367188
6,2799,,3.808502197265625
6,2849,,3.7432327270507812
6,2899,,3.971038818359375
6,2949,,3.7250213623046875
6,2999,,3.964061737060547
6,3009,3.7448978424072266,
7,3049,,3.6489486694335938
7,3099,,3.5930252075195312
7,3149,,3.64373779296875
7,3199,,3.7045669555664062
7,3249,,3.4869613647460938
7,3299,,3.6007118225097656
7,3349,,3.6192970275878906
7,3399,,3.6606407165527344
7,3439,3.696730136871338,
8,3449,,3.7190093994140625
