epoch,train_loss,val_loss,val_accuracy,"# {'start_time': '2025-03-22 18:26:47', 'learning_rate': 0.001, 'batch_size': 128, 'epochs': 10, 'criterion': 'CrossEntropyLoss', 'optimizer': 'Adam', 'model_name': 'Unimodal_Audio'}
"
1,1.198338755202848,3.2501537978649138,10.4
2,0.4739321186792019,0.5016600951552391,84.16
3,0.33118946607722793,0.35326661765575407,88.8
4,0.26107288895304814,0.374559061601758,88.88
5,0.20734866951094116,0.3554470811039209,88.8
6,0.1774481192317813,0.3932589706033468,89.38
7,0.15281702691559182,0.3294805336743593,90.76
8,0.13026471410899662,0.40476077385246756,89.68
9,0.11514296456738267,0.2950728879775852,91.7
10,0.09732810142558328,0.31523047499358653,91.34
